VotingDistrict,ward_id,metro,station,station_type,registered,turnout,tent,pred_turnout,gap_pp,low_turnout_flag
32951943,79900066,Tshwane,LAERSKOOL SWARTKOP,School,3345,0.5997,0,0.567,3.27,0
32980147,79900066,Tshwane,ALPHA CENTURION RUNNER CLUB,Other,4152,0.4793,0,0.567,-8.77,0
32951314,79900067,Tshwane,12 APOSTOLIC CHURCH,Church,1326,0.365,0,0.4201,-5.51,1
32951325,79900067,Tshwane,EMTHUNZINI PRIMARY SCHOOL,School,1917,0.3813,0,0.4201,-3.88,1
32951370,79900067,Tshwane,SALVATION ARMY CHURCH,Church,1372,0.3907,0,0.4201,-2.94,1
32950627,79900068,Tshwane,MASIZANE PRIMARY SCHOOL,School,2687,0.4161,0,0.4165,-0.04,0
32950638,79900068,Tshwane,EDWARD PHATUDI HIGH SCHOOL,School,3857,0.3985,0,0.4165,-1.8,1
32950661,79900068,Tshwane,KINGDOM LIFE CHILDREN CENTRE,Hall/Centre,1359,0.418,0,0.4165,0.15,0
32980169,79900069,Tshwane,KIEPERSOL COMMUNITY HALL ELDORAIGNE,Hall/Centre,4005,0.6492,0,0.5725,7.67,0
32980181,79900069,Tshwane,NG WIERDA PARK,Other,4348,0.6658,0,0.5725,9.33,0
32980215,79900069,Tshwane,LAERSKOOL BAKENKOP,School,5867,0.5355,0,0.5725,-3.7,0
32980192,79900070,Tshwane,LAERSKOOL WIERDAPARK,School,4726,0.5667,0,0.5253,4.14,0
32980226,79900070,Tshwane,ZWARTKOP LAPA,Other,3392,0.6002,0,0.5253,7.49,0
32980338,79900070,Tshwane,MADIBA CAFE,Other,2958,0.3191,0,0.5253,-20.62,1
32951763,79900071,Tshwane,TENT - OPEN-SPACE NEXT TO DR MABE,Tent,2579,0.2776,1,0.3969,-11.93,1
32951774,79900071,Tshwane,MODIRWADI DAY CARE,Other,2231,0.3052,0,0.3969,-9.17,1
32951785,79900071,Tshwane,SITHOLE COMMUNITY HALL,Hall/Centre,4201,0.309,0,0.3969,-8.79,1
32950694,79900072,Tshwane,N'WA MHINGA PRIMARY SCHOOL,School,2100,0.4576,0,0.4051,5.25,0
32950706,79900072,Tshwane,MAKGWARANENG PRIMARY SCHOOL,School,2577,0.4346,0,0.4051,2.95,0
32950717,79900072,Tshwane,PATOGENG PRIMARY SCHOOL,School,2255,0.4009,0,0.4051,-0.42,0
33170048,79900073,Tshwane,PHARANANI MULTIPURPOSE CENTRE,Hall/Centre,3025,0.3564,0,0.391,-3.46,1
33170127,79900073,Tshwane,ST CAMILLIS SKOOL,Other,1198,0.4382,0,0.391,4.72,0
33170150,79900073,Tshwane,DITEBOGO DAY CARE CENTER,Hall/Centre,1945,0.4288,0,0.391,3.78,0
86661210,79900074,Tshwane,MAROKOLONG PRIMARY SCHOOL,School,1793,0.3926,0,0.406,-1.34,1
86720025,79900074,Tshwane,GLORY CHRISTIAN CHURCH,Church,1191,0.4106,0,0.406,0.46,0
86720081,79900074,Tshwane,RENEILWE PRIMARY SCHOOL,School,1791,0.3562,0,0.406,-4.98,1
86720014,79900075,Tshwane,MADISONG SECONDARY SCHOOL,School,2010,0.4134,0,0.4052,0.82,0
86720036,79900075,Tshwane,LEBONENG PRIMARY SCHOOL,School,1237,0.3727,0,0.4052,-3.25,1
86720047,79900075,Tshwane,PHL MORAKA HIGH SCHOOL,School,2038,0.4519,0,0.4052,4.67,0
86661052,79900076,Tshwane,MABUATLOU PRIMARY SCHOOL,School,1858,0.3875,0,0.4112,-2.37,1
86661119,79900076,Tshwane,LETHABONG LA RONA DAY CARE CENTRE,Hall/Centre,1961,0.3794,0,0.4112,-3.18,1
86661704,79900076,Tshwane,KEKANA PRIMARY SCHOOL,School,1098,0.4435,0,0.4112,3.23,0
32980114,79900077,Tshwane,OREFILE PRIMARY SCHOOL,School,6651,0.3118,0,0.3632,-5.14,1
32980394,79900077,Tshwane,SESHEGONG SECONDARY SCHOOL,School,6241,0.2663,0,0.3632,-9.69,1
32980428,79900077,Tshwane,TENT - CNR. ROOIHUISKRAAL & RIETSPRUIT ROAD,Tent,2948,0.5312,1,0.3632,16.8,0
32980079,79900078,Tshwane,LAERSKOOL DORINGKLOOF,School,5733,0.5863,0,0.5282,5.81,0
32980080,79900078,Tshwane,KERK SONDER MURE,Church,4309,0.5609,0,0.5282,3.27,0
32980136,79900078,Tshwane,TENT (OPEN SPACE C/O LENCHEN AVE & JOHN VORSTER),Tent,2970,0.4825,1,0.5282,-4.57,0
32952898,79900079,Tshwane,TENT - PEFFER & VAN POMMEREN STREET,Tent,1268,0.7539,1,0.514,23.99,0
32952966,79900079,Tshwane,TENT - OPEN SPACE CNR. BOEING & PIERING,Tent,1937,0.6484,1,0.514,13.44,0
32980013,79900079,Tshwane,N.G CHURCH PIERRE VAN RYNEVELD,Church,4064,0.6191,0,0.514,10.51,0
32950458,79900080,Tshwane,LAERSKOOL OOST EIND,School,3810,0.1787,0,0.3917,-21.3,1
32951145,79900080,Tshwane,HAMILTON PRIMARY SCHOOL,School,6729,0.192,0,0.3917,-19.97,1
32951910,79900080,Tshwane,JOPIE FOURIE LAERSKOOL,School,2533,0.4149,0,0.3917,2.32,0
32950447,79900081,Tshwane,TENT AT CALEDONIAN SPORTS GROUNDS,Tent,2449,0.1776,1,0.3366,-15.9,1
32950470,79900081,Tshwane,TENT AT JUBILEE SQUARE PARK,Tent,7347,0.1929,1,0.3366,-14.37,1
32952977,79900081,Tshwane,HARMONIE HOF HOME OF THE ELDERLY,Other,1984,0.2913,0,0.3366,-4.53,1
32950605,79900082,Tshwane,LAERSKOOL LYNNWOOD,School,2915,0.5873,0,0.5693,1.8,0
32950616,79900082,Tshwane,LAERSKOOL MENLOPARK,School,4527,0.5379,0,0.5693,-3.14,0
32950863,79900082,Tshwane,NEDERDUITSE GEREFORMEERDE KERK,Church,2995,0.6307,0,0.5693,6.14,0
32950212,79900083,Tshwane,WATERKLOOF HOËRSKOOL,Other,2495,0.5539,0,0.5224,3.15,0
32950829,79900083,Tshwane,SCOUT CENTRE,Hall/Centre,2916,0.6238,0,0.5224,10.14,0
32950896,79900083,Tshwane,TENT NEXT TO RADEMEYERS CONSERVATION,Tent,3421,0.563,1,0.5224,4.06,0
32950403,79900084,Tshwane,LAERSKOOL PIERNEEF,School,2732,0.6164,0,0.5163,10.01,0
32950414,79900084,Tshwane,QUEENSWOOD LAERSKOOL,School,2185,0.4993,0,0.5163,-1.7,0
32950436,79900084,Tshwane,TENT RIETONDALE PARK,Tent,2037,0.5709,1,0.5163,5.46,0
32950290,79900085,Tshwane,WILLOWRIDGE HIGH SCHOOL,School,3715,0.6124,0,0.5292,8.32,0
32950571,79900085,Tshwane,WILLOWS METHODIST CHURCH,Church,2863,0.5732,0,0.5292,4.4,0
32952304,79900085,Tshwane,STELLENBERG DEPOT,Other,3223,0.5662,0,0.5292,3.7,0
32950201,79900086,Tshwane,NELLMAPIUS PRIMARY SCHOOL,School,4544,0.3365,0,0.4087,-7.22,1
32952089,79900086,Tshwane,VUKAUZENZELE PRIMARY SCHOOL,School,3221,0.3673,0,0.4087,-4.14,1
32953046,79900086,Tshwane,NELLMAPIUS COMMUNITY HALL AND LIBRARY,Hall/Centre,3322,0.3781,0,0.4087,-3.06,1
32951864,79900087,Tshwane,DE VRIES AMBULANS AKADEMIE,Other,651,0.3456,0,0.4744,-12.88,1
32951886,79900087,Tshwane,DERDEPOORT LAERSKOOL,School,2845,0.4475,0,0.4744,-2.69,0
32952360,79900087,Tshwane,TENT ON CNR PARK BRAAM PRETORIUS & FLUFF TAIL STR,Tent,1878,0.7279,1,0.4744,25.35,0
32960381,79900088,Tshwane,PULAMADIBOGO PRIMARY SCHOOL,School,2412,0.3719,0,0.4148,-4.29,1
32960437,79900088,Tshwane,ST FRANCIS PRIMARY SCHOOL,School,2399,0.3835,0,0.4148,-3.13,1
32960448,79900088,Tshwane,KGOMOTSO HIGH SCHOOL,School,2201,0.3985,0,0.4148,-1.63,1
32960505,79900089,Tshwane,RODNEY MOKOENA PRIMARY SCHOOL,School,1997,0.3976,0,0.4132,-1.56,1
32960640,79900089,Tshwane,REFIHLILE-PELE PRIMARY SCHOOL,School,3805,0.3083,0,0.4132,-10.49,1
32960684,79900089,Tshwane,BOKAMOSO PRIMARY SCHOOL,School,4774,0.2857,0,0.4132,-12.75,1
32960516,79900090,Tshwane,LESEDI PRIMARY SCHOOL,School,3788,0.3762,0,0.4096,-3.34,1
32960673,79900090,Tshwane,SOSHANGUVE EAST SECONDARY,School,2928,0.3586,0,0.4096,-5.1,1
32960763,79900090,Tshwane,PELE PRIMARY SCHOOL,School,2994,0.353,0,0.4096,-5.66,1
32952315,79900091,Tshwane,TENT - WEKKER & MARY ETHEL,Tent,7019,0.582,1,0.4639,11.81,0
32953349,79900091,Tshwane,TENT JOZINI & WEKKER,Tent,843,0.7936,1,0.4639,32.97,0
32953350,79900091,Tshwane,TENT LUCKYBEAN NEXT TO VISTARIA COMPLEX,Tent,929,0.7578,1,0.4639,29.39,0
32950469,79900092,Tshwane,PRETORIA TECHNICAL HIGH SCHOOL,School,2293,0.2564,0,0.3955,-13.91,1
32950559,79900092,Tshwane,HOTEL 224,Other,2676,0.2877,0,0.3955,-10.78,1
32950560,79900092,Tshwane,TENT- UNION BUILDING OPEN SPACE,Tent,3265,0.2542,1,0.3955,-14.13,1
32951189,79900093,Tshwane,STANZA BOPAPE HIGH SCHOOL,School,1604,0.2855,0,0.4104,-12.49,1
32951820,79900093,Tshwane,NEW DAY MINISTRIES CHURCH,Church,2335,0.269,0,0.4104,-14.14,1
32952124,79900093,Tshwane,REFORMED APOSTOLIC CHURCH PHASE 1,Church,1641,0.3821,0,0.4104,-2.83,1
32960202,79900094,Tshwane,TIAMOKO PRIMARY SCHOOL,School,1592,0.4278,0,0.4136,1.42,0
32960213,79900094,Tshwane,BAXOXELA PRIMARY SCHOOL,School,2214,0.4833,0,0.4136,6.97,0
32960224,79900094,Tshwane,PADISAGO PRIMARY SCHOOL,School,1550,0.431,0,0.4136,1.74,0
33170082,79900095,Tshwane,TENT NEXT TO PB ALGEMENE HANDELAAR,Tent,1711,0.453,1,0.407,4.6,0
86660848,79900095,Tshwane,ALFA HEALTH CENTRE,Hall/Centre,2095,0.3174,0,0.407,-8.96,1
86660927,79900095,Tshwane,TENT - NO PROBLEM STORE,Tent,885,0.4621,1,0.407,5.51,0
32951707,79900096,Tshwane,NG KERK DOORNPOORT,Church,4490,0.5991,0,0.4936,10.55,0
32952067,79900096,Tshwane,PLOT/ 827 BACCARA,Other,4063,0.3955,0,0.4936,-9.81,1
32952641,79900096,Tshwane,THORNRIDGE SECONDARY SCHOOL,School,1974,0.6094,0,0.4936,11.58,0
32951729,79900097,Tshwane,THE GRACE OF THE LIVING GOD MINISTRIES,Church,2878,0.2682,0,0.416,-14.78,1
32952102,79900097,Tshwane,SEDIBA SA THUTO PRIMARY SCHOOL,School,2377,0.4026,0,0.416,-1.34,0
32952157,79900097,Tshwane,ASSEMBLIES OF GOD-STANZA BOPAPE,Other,2811,0.3476,0,0.416,-6.84,1
32951673,79900098,Tshwane,HOËRSKOOL GERRIT MARITZ,Other,2017,0.5746,0,0.4505,12.41,0
32960482,79900098,Tshwane,THERESA PARK PRIMARY SCHOOL,School,3340,0.4826,0,0.4505,3.21,0
32960493,79900098,Tshwane,LAERSKOOL AKASIA,School,2617,0.4119,0,0.4505,-3.86,0
33050012,79900099,Tshwane,REFILWE MUNICIPAL OFFICES,Other,1683,0.3339,0,0.4104,-7.65,1
33050034,79900099,Tshwane,REFILWE LIBRARY,Other,2364,0.3519,0,0.4104,-5.85,1
33050089,79900099,Tshwane,CHOKOE PRIMARY SCHOOL,School,1697,0.3736,0,0.4104,-3.68,1
33050045,79900100,Tshwane,CULLINAN COMBINE SCHOOL,School,1846,0.5558,0,0.4325,12.33,0
33050056,79900100,Tshwane,RAYTON COMMUNITY HALL,Hall/Centre,2121,0.5464,0,0.4325,11.39,0
33050067,79900100,Tshwane,CHRIS HANI FLATS,Other,289,0.0623,0,0.4325,-37.02,1
32952506,79900101,Tshwane,TENT - OPEN SPACE OPP THE WILDS ESTATE,Tent,3613,0.5286,1,0.5205,0.81,0
33110244,79900101,Tshwane,SILVERLAKES CLUB HOUSE,Other,3540,0.6749,0,0.5205,15.44,0
33110255,79900101,Tshwane,LAERSKOOL TYGERPOORT,School,3164,0.5449,0,0.5205,2.44,0
33040033,79900102,Tshwane,MSHULUZANE MAISELA PRIMARY SCHOOL,School,2980,0.4527,0,0.4151,3.76,0
33040055,79900102,Tshwane,KGORO PRIMARY SCHOOL,School,1845,0.4558,0,0.4151,4.07,0
33040066,79900102,Tshwane,BRONKHORSTSPRUIT PRIMARY SCHOOL,School,1632,0.462,0,0.4151,4.69,0
33040011,79900103,Tshwane,CHRISTIAN CATHOLIC CHURCH,Church,1070,0.4065,0,0.4155,-0.9,0
33040022,79900103,Tshwane,COMMUNITY HALL RETHABISENG,Hall/Centre,1711,0.4582,0,0.4155,4.27,0
33040101,79900103,Tshwane,RETHABISENG PRIMARY SCHOOL,School,1702,0.4377,0,0.4155,2.22,0
54510016,79900104,Tshwane,ZIVUSENI COMBINED SCHOOL,School,1235,0.4283,0,0.422,0.63,0
54510027,79900104,Tshwane,SITJHEJIWE SECONDARY SCHOOL,School,2632,0.3594,0,0.422,-6.26,1
54510061,79900104,Tshwane,MANDLOMSOBO COMBINED SCHOOL,School,1373,0.3948,0,0.422,-2.72,1
33040044,79900105,Tshwane,R.J SEKGOLELA CENTRE,Hall/Centre,2051,0.3554,0,0.4147,-5.93,1
33040077,79900105,Tshwane,LAERSKOOL DU PREEZ VAN WYK,School,1925,0.5039,0,0.4147,8.92,0
33040088,79900105,Tshwane,KAIA MANZI LODGE,Other,831,0.6041,0,0.4147,18.94,0
32980305,79900106,Tshwane,TENT - NEXT TO OLD PHILENA MIDDLE SCHOOL,Tent,827,0.3229,1,0.4032,-8.03,1
32980372,79900106,Tshwane,WALTER SISULU PRIMARY SCHOOL,School,7134,0.2996,0,0.4032,-10.36,1
32980417,79900106,Tshwane,OLIEVENHOUTBOSCH CHRISTIAN-SCHOOL,School,4699,0.3092,0,0.4032,-9.4,1
32951808,79900107,Tshwane,WORD ALIVE CHRISTIAN CHURCH,Church,4164,0.3415,0,0.4031,-6.16,1
33280084,79900107,Tshwane,GRACE CHRISTIAN WORSHIP CENTRE,Hall/Centre,6349,0.3298,0,0.4031,-7.33,1
33280095,79900107,Tshwane,OASIS DAY CARE AND COMMUNITY CRECHE,Hall/Centre,2273,0.3942,0,0.4031,-0.89,1
