Municipality,Ward,VotingDistrict,VotingStationName,RegisteredVoters,SpoiltVotes,TotalValidVotes,PartyName,BallotType
EKU,Ward 79700018,32900082,EDENGLEN PRIMARY SCHOOL,6793,69,365,ACTIONSA,Ward
EKU,Ward 79700019,32900015,DUNVEGAN PRIMARY SCHOOL,3236,35,1043,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700019,32900015,DUNVEGAN PRIMARY SCHOOL,3236,35,811,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700019,32900015,DUNVEGAN PRIMARY SCHOOL,3236,35,278,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700019,32900015,DUNVEGAN PRIMARY SCHOOL,3236,35,185,ACTIONSA,Ward
EKU,Ward 79700019,32900026,EDENVALE HIGH SCHOOL,2601,28,832,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700019,32900026,EDENVALE HIGH SCHOOL,2601,28,648,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700019,32900026,EDENVALE HIGH SCHOOL,2601,28,222,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700019,32900026,EDENVALE HIGH SCHOOL,2601,28,148,ACTIONSA,Ward
EKU,Ward 79700019,32900059,NEWDAY  CHURCH,1974,19,565,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700019,32900059,NEWDAY  CHURCH,1974,19,440,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700019,32900059,NEWDAY  CHURCH,1974,19,151,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700019,32900059,NEWDAY  CHURCH,1974,19,100,ACTIONSA,Ward
EKU,Ward 79700020,33060800,BEDFORDVIEW HIGH SCHOOL,1863,18,536,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700020,33060800,BEDFORDVIEW HIGH SCHOOL,1863,18,417,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700020,33060800,BEDFORDVIEW HIGH SCHOOL,1863,18,143,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700020,33060800,BEDFORDVIEW HIGH SCHOOL,1863,18,95,ACTIONSA,Ward
EKU,Ward 79700020,33060811,BEDFORDVIEW CITY HALL,4944,47,1398,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700020,33060811,BEDFORDVIEW CITY HALL,4944,47,1087,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700020,33060811,BEDFORDVIEW CITY HALL,4944,47,373,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700020,33060811,BEDFORDVIEW CITY HALL,4944,47,249,ACTIONSA,Ward
EKU,Ward 79700020,33060822,CORNERSTONE CHURCH,2227,24,722,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700020,33060822,CORNERSTONE CHURCH,2227,24,561,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700020,33060822,CORNERSTONE CHURCH,2227,24,192,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700020,33060822,CORNERSTONE CHURCH,2227,24,128,ACTIONSA,Ward
EKU,Ward 79700021,33020514,THEMBELIHLE DAY CARE CENTRE,3976,25,752,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700021,33020514,THEMBELIHLE DAY CARE CENTRE,3976,25,584,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700021,33020514,THEMBELIHLE DAY CARE CENTRE,3976,25,200,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700021,33020514,THEMBELIHLE DAY CARE CENTRE,3976,25,134,ACTIONSA,Ward
EKU,Ward 79700021,33020716,JERUSALEM CHURCH,2415,18,519,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700021,33020716,JERUSALEM CHURCH,2415,18,404,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700021,33020716,JERUSALEM CHURCH,2415,18,138,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700021,33020716,JERUSALEM CHURCH,2415,18,92,ACTIONSA,Ward
EKU,Ward 79700021,33020727,TSWELOPELE PRE SCHOOL AND CRECHE,1117,7,210,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700021,33020727,TSWELOPELE PRE SCHOOL AND CRECHE,1117,7,163,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700021,33020727,TSWELOPELE PRE SCHOOL AND CRECHE,1117,7,56,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700021,33020727,TSWELOPELE PRE SCHOOL AND CRECHE,1117,7,37,ACTIONSA,Ward
EKU,Ward 79700022,33020536,LAERSKOOL CONCORDIA,4821,50,1489,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700022,33020536,LAERSKOOL CONCORDIA,4821,50,1158,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700022,33020536,LAERSKOOL CONCORDIA,4821,50,397,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700022,33020536,LAERSKOOL CONCORDIA,4821,50,265,ACTIONSA,Ward
EKU,Ward 79700022,33020569,LAERSKOOL GOUDRAND,3981,37,1095,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700022,33020569,LAERSKOOL GOUDRAND,3981,37,852,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700022,33020569,LAERSKOOL GOUDRAND,3981,37,292,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700022,33020569,LAERSKOOL GOUDRAND,3981,37,195,ACTIONSA,Ward
EKU,Ward 79700022,33020570,WHISPERING WILLOW CONFERENCE CENTRE,2220,24,716,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700022,33020570,WHISPERING WILLOW CONFERENCE CENTRE,2220,24,556,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700022,33020570,WHISPERING WILLOW CONFERENCE CENTRE,2220,24,191,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700022,33020570,WHISPERING WILLOW CONFERENCE CENTRE,2220,24,127,ACTIONSA,Ward
EKU,Ward 79700023,32890057,BONAERO PARK PRIMARY SCHOOL,4792,46,1371,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700023,32890057,BONAERO PARK PRIMARY SCHOOL,4792,46,1066,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700023,32890057,BONAERO PARK PRIMARY SCHOOL,4792,46,366,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700023,32890057,BONAERO PARK PRIMARY SCHOOL,4792,46,244,ACTIONSA,Ward
EKU,Ward 79700023,32890866,EVANGELICAL LUTHERAN CONGREGATION  - KEMPTON PARK,1022,14,402,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700023,32890866,EVANGELICAL LUTHERAN CONGREGATION  - KEMPTON PARK,1022,14,313,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700023,32890866,EVANGELICAL LUTHERAN CONGREGATION  - KEMPTON PARK,1022,14,107,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700023,32890866,EVANGELICAL LUTHERAN CONGREGATION  - KEMPTON PARK,1022,14,72,ACTIONSA,Ward
EKU,Ward 79700023,33010625,LADY FATIMA CHURCH,3559,39,1151,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700023,33010625,LADY FATIMA CHURCH,3559,39,895,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700023,33010625,LADY FATIMA CHURCH,3559,39,307,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700023,33010625,LADY FATIMA CHURCH,3559,39,205,ACTIONSA,Ward
EKU,Ward 79700024,33010580,MUSIC ACADEMY OF GAUTENG,1198,10,286,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700024,33010580,MUSIC ACADEMY OF GAUTENG,1198,10,223,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700024,33010580,MUSIC ACADEMY OF GAUTENG,1198,10,76,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700024,33010580,MUSIC ACADEMY OF GAUTENG,1198,10,51,ACTIONSA,Ward
EKU,Ward 79700024,33010591,CRYSTAL PARK HEALTH CLINIC,2868,25,753,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700024,33010591,CRYSTAL PARK HEALTH CLINIC,2868,25,586,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700024,33010591,CRYSTAL PARK HEALTH CLINIC,2868,25,201,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700024,33010591,CRYSTAL PARK HEALTH CLINIC,2868,25,134,ACTIONSA,Ward
EKU,Ward 79700024,33010614,KATHSTAN COLLEGE,2913,31,925,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700024,33010614,KATHSTAN COLLEGE,2913,31,719,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700024,33010614,KATHSTAN COLLEGE,2913,31,247,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700024,33010614,KATHSTAN COLLEGE,2913,31,164,ACTIONSA,Ward
EKU,Ward 79700025,32890226,BREDEL LAERSKOOL,4381,40,1196,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700025,32890226,BREDEL LAERSKOOL,4381,40,930,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700025,32890226,BREDEL LAERSKOOL,4381,40,319,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700025,32890226,BREDEL LAERSKOOL,4381,40,213,ACTIONSA,Ward
EKU,Ward 79700025,32890877,OOSRAND AKADEMIE,2491,32,942,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700025,32890877,OOSRAND AKADEMIE,2491,32,733,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700025,32890877,OOSRAND AKADEMIE,2491,32,251,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700025,32890877,OOSRAND AKADEMIE,2491,32,168,ACTIONSA,Ward
EKU,Ward 79700025,33010568,PUTFONTEIN PRIMARY SCHOOL,1821,20,581,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700025,33010568,PUTFONTEIN PRIMARY SCHOOL,1821,20,452,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700025,33010568,PUTFONTEIN PRIMARY SCHOOL,1821,20,155,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700025,33010568,PUTFONTEIN PRIMARY SCHOOL,1821,20,103,ACTIONSA,Ward
EKU,Ward 79700026,33010142,BARCELONA SHOW HOUSES(WATER TANK),3101,22,664,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700026,33010142,BARCELONA SHOW HOUSES(WATER TANK),3101,22,517,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700026,33010142,BARCELONA SHOW HOUSES(WATER TANK),3101,22,177,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700026,33010142,BARCELONA SHOW HOUSES(WATER TANK),3101,22,118,ACTIONSA,Ward
EKU,Ward 79700026,33010153,ETWATWA EXT 23 NEW SCHOOL,1943,16,472,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700026,33010153,ETWATWA EXT 23 NEW SCHOOL,1943,16,367,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700026,33010153,ETWATWA EXT 23 NEW SCHOOL,1943,16,126,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700026,33010153,ETWATWA EXT 23 NEW SCHOOL,1943,16,84,ACTIONSA,Ward
EKU,Ward 79700026,33010164,ELOHIM COMMUNITY CHURCH,2864,23,668,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700026,33010164,ELOHIM COMMUNITY CHURCH,2864,23,519,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700026,33010164,ELOHIM COMMUNITY CHURCH,2864,23,178,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700026,33010164,ELOHIM COMMUNITY CHURCH,2864,23,119,ACTIONSA,Ward
EKU,Ward 79700027,33010647,EAST RAND SPEEDBOAT CLUB,3665,41,1221,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700027,33010647,EAST RAND SPEEDBOAT CLUB,3665,41,950,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700027,33010647,EAST RAND SPEEDBOAT CLUB,3665,41,326,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700027,33010647,EAST RAND SPEEDBOAT CLUB,3665,41,217,ACTIONSA,Ward
EKU,Ward 79700027,33010658,ST ANDREWS COMMUNITY CHURCH,3872,42,1227,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700027,33010658,ST ANDREWS COMMUNITY CHURCH,3872,42,954,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700027,33010658,ST ANDREWS COMMUNITY CHURCH,3872,42,327,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700027,33010658,ST ANDREWS COMMUNITY CHURCH,3872,42,218,ACTIONSA,Ward
EKU,Ward 79700027,33010669,JOHN BARRABLE HALL,4644,51,1506,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700027,33010669,JOHN BARRABLE HALL,4644,51,1171,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700027,33010669,JOHN BARRABLE HALL,4644,51,402,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700027,33010669,JOHN BARRABLE HALL,4644,51,268,ACTIONSA,Ward
EKU,Ward 79700028,33010681,BELVEDERE SCHOOL,5082,55,1617,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700028,33010681,BELVEDERE SCHOOL,5082,55,1258,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700028,33010681,BELVEDERE SCHOOL,5082,55,431,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700028,33010681,BELVEDERE SCHOOL,5082,55,288,ACTIONSA,Ward
EKU,Ward 79700028,33010715,BENONI BAPTIST CHURCH,3807,42,1245,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700028,33010715,BENONI BAPTIST CHURCH,3807,42,968,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700028,33010715,BENONI BAPTIST CHURCH,3807,42,332,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700028,33010715,BENONI BAPTIST CHURCH,3807,42,221,ACTIONSA,Ward
EKU,Ward 79700028,33010726,GAUTENG EASTERN TENNIS ASSOCIATION,3642,34,1006,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700028,33010726,GAUTENG EASTERN TENNIS ASSOCIATION,3642,34,783,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700028,33010726,GAUTENG EASTERN TENNIS ASSOCIATION,3642,34,268,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700028,33010726,GAUTENG EASTERN TENNIS ASSOCIATION,3642,34,179,ACTIONSA,Ward
EKU,Ward 79700029,33010760,SIYENZIWE DAY CARE,3003,20,587,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700029,33010760,SIYENZIWE DAY CARE,3003,20,457,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700029,33010760,SIYENZIWE DAY CARE,3003,20,157,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700029,33010760,SIYENZIWE DAY CARE,3003,20,104,ACTIONSA,Ward
EKU,Ward 79700029,33010771,ST JOSEPH'S CATHOLIC CHURCH HALL,1556,14,425,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700029,33010771,ST JOSEPH'S CATHOLIC CHURCH HALL,1556,14,330,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700029,33010771,ST JOSEPH'S CATHOLIC CHURCH HALL,1556,14,113,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700029,33010771,ST JOSEPH'S CATHOLIC CHURCH HALL,1556,14,76,ACTIONSA,Ward
EKU,Ward 79700029,33010782,ACTONVILLE COMMUNITY HALL,3326,27,789,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700029,33010782,ACTONVILLE COMMUNITY HALL,3326,27,614,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700029,33010782,ACTONVILLE COMMUNITY HALL,3326,27,210,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700029,33010782,ACTONVILLE COMMUNITY HALL,3326,27,140,ACTIONSA,Ward
EKU,Ward 79700030,33010793,SOLOMON MOTLANA PRIMARY SCHOOL,2127,18,528,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700030,33010793,SOLOMON MOTLANA PRIMARY SCHOOL,2127,18,411,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700030,33010793,SOLOMON MOTLANA PRIMARY SCHOOL,2127,18,141,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700030,33010793,SOLOMON MOTLANA PRIMARY SCHOOL,2127,18,94,ACTIONSA,Ward
EKU,Ward 79700030,33010816,ISAAC MAKAU PRIMARY SCHOOL,1983,17,493,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700030,33010816,ISAAC MAKAU PRIMARY SCHOOL,1983,17,383,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700030,33010816,ISAAC MAKAU PRIMARY SCHOOL,1983,17,131,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700030,33010816,ISAAC MAKAU PRIMARY SCHOOL,1983,17,88,ACTIONSA,Ward
EKU,Ward 79700030,33010827,WATTVILLE DAYCARE CENTRE,2830,23,679,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700030,33010827,WATTVILLE DAYCARE CENTRE,2830,23,528,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700030,33010827,WATTVILLE DAYCARE CENTRE,2830,23,181,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700030,33010827,WATTVILLE DAYCARE CENTRE,2830,23,121,ACTIONSA,Ward
EKU,Ward 79700031,33010209,EKUKHANYENI INTERMEDIATE SCHOOL,2940,25,739,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700031,33010209,EKUKHANYENI INTERMEDIATE SCHOOL,2940,25,575,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700031,33010209,EKUKHANYENI INTERMEDIATE SCHOOL,2940,25,197,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700031,33010209,EKUKHANYENI INTERMEDIATE SCHOOL,2940,25,131,ACTIONSA,Ward
EKU,Ward 79700031,33010850,WATTVILLE YOUTH CENTRE,2983,25,725,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700031,33010850,WATTVILLE YOUTH CENTRE,2983,25,564,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700031,33010850,WATTVILLE YOUTH CENTRE,2983,25,193,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700031,33010850,WATTVILLE YOUTH CENTRE,2983,25,129,ACTIONSA,Ward
EKU,Ward 79700031,33020345,VAN DYK PRIMARY SCHOOL,4543,48,1410,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700031,33020345,VAN DYK PRIMARY SCHOOL,4543,48,1097,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700031,33020345,VAN DYK PRIMARY SCHOOL,4543,48,376,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700031,33020345,VAN DYK PRIMARY SCHOOL,4543,48,251,ACTIONSA,Ward
EKU,Ward 79700032,33020356,PARKRAND PRIMARY SCHOOL,1982,22,650,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700032,33020356,PARKRAND PRIMARY SCHOOL,1982,22,506,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700032,33020356,PARKRAND PRIMARY SCHOOL,1982,22,173,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700032,33020356,PARKRAND PRIMARY SCHOOL,1982,22,116,ACTIONSA,Ward
EKU,Ward 79700032,33020367,BAANBREKER LAERSKOOL,2958,35,1024,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700032,33020367,BAANBREKER LAERSKOOL,2958,35,796,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700032,33020367,BAANBREKER LAERSKOOL,2958,35,273,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700032,33020367,BAANBREKER LAERSKOOL,2958,35,182,ACTIONSA,Ward
EKU,Ward 79700032,33020378,PARKDENE PRIMARY SCHOOL,3425,36,1049,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700032,33020378,PARKDENE PRIMARY SCHOOL,3425,36,816,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700032,33020378,PARKDENE PRIMARY SCHOOL,3425,36,280,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700032,33020378,PARKDENE PRIMARY SCHOOL,3425,36,186,ACTIONSA,Ward
EKU,Ward 79700033,33020479,TENT (DELMOORE PARK),1822,15,454,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700033,33020479,TENT (DELMOORE PARK),1822,15,353,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700033,33020479,TENT (DELMOORE PARK),1822,15,121,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700033,33020479,TENT (DELMOORE PARK),1822,15,81,ACTIONSA,Ward
EKU,Ward 79700033,33020503,LIGHT OF THE WORLD MINISTRIES,4023,24,702,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700033,33020503,LIGHT OF THE WORLD MINISTRIES,4023,24,546,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700033,33020503,LIGHT OF THE WORLD MINISTRIES,4023,24,187,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700033,33020503,LIGHT OF THE WORLD MINISTRIES,4023,24,125,ACTIONSA,Ward
EKU,Ward 79700033,33020525,LAERSKOOL WITFIELD.,2773,30,875,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700033,33020525,LAERSKOOL WITFIELD.,2773,30,681,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700033,33020525,LAERSKOOL WITFIELD.,2773,30,233,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700033,33020525,LAERSKOOL WITFIELD.,2773,30,156,ACTIONSA,Ward
EKU,Ward 79700034,33020390,DROMMEDARIS PRIMARY SCHOOL,2959,30,875,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700034,33020390,DROMMEDARIS PRIMARY SCHOOL,2959,30,680,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700034,33020390,DROMMEDARIS PRIMARY SCHOOL,2959,30,233,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700034,33020390,DROMMEDARIS PRIMARY SCHOOL,2959,30,156,ACTIONSA,Ward
EKU,Ward 79700034,33020402,OOSRAND SEKONDÊRE SKOOL,1359,14,399,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700034,33020402,OOSRAND SEKONDÊRE SKOOL,1359,14,310,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700034,33020402,OOSRAND SEKONDÊRE SKOOL,1359,14,106,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700034,33020402,OOSRAND SEKONDÊRE SKOOL,1359,14,71,ACTIONSA,Ward
EKU,Ward 79700034,33020413,CHRISTIAN REFORMED - CHURCH,3133,32,954,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700034,33020413,CHRISTIAN REFORMED - CHURCH,3133,32,742,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700034,33020413,CHRISTIAN REFORMED - CHURCH,3133,32,254,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700034,33020413,CHRISTIAN REFORMED - CHURCH,3133,32,170,ACTIONSA,Ward
EKU,Ward 79700035,33060721,GALWAY PRIMARY SCHOOL,3838,22,641,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700035,33060721,GALWAY PRIMARY SCHOOL,3838,22,499,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700035,33060721,GALWAY PRIMARY SCHOOL,3838,22,171,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700035,33060721,GALWAY PRIMARY SCHOOL,3838,22,114,ACTIONSA,Ward
EKU,Ward 79700035,33060732,DUKATHOLE CLINIC,3199,21,635,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700035,33060732,DUKATHOLE CLINIC,3199,21,494,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700035,33060732,DUKATHOLE CLINIC,3199,21,169,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700035,33060732,DUKATHOLE CLINIC,3199,21,113,ACTIONSA,Ward
EKU,Ward 79700035,33060743,EKURHULENI PRIMARY SCHOOL,2936,21,612,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700035,33060743,EKURHULENI PRIMARY SCHOOL,2936,21,476,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700035,33060743,EKURHULENI PRIMARY SCHOOL,2936,21,163,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700035,33060743,EKURHULENI PRIMARY SCHOOL,2936,21,109,ACTIONSA,Ward
EKU,Ward 79700036,33060710,GERMISTON HIGH SCHOOL,1543,15,436,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700036,33060710,GERMISTON HIGH SCHOOL,1543,15,339,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700036,33060710,GERMISTON HIGH SCHOOL,1543,15,116,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700036,33060710,GERMISTON HIGH SCHOOL,1543,15,78,ACTIONSA,Ward
EKU,Ward 79700036,33060787,WYCHWOOD PRIMARY SCHOOL,2985,27,786,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700036,33060787,WYCHWOOD PRIMARY SCHOOL,2985,27,611,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700036,33060787,WYCHWOOD PRIMARY SCHOOL,2985,27,210,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700036,33060787,WYCHWOOD PRIMARY SCHOOL,2985,27,140,ACTIONSA,Ward
EKU,Ward 79700036,33060798,PRIMROSE PRIMARY SCHOOL,4198,38,1133,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700036,33060798,PRIMROSE PRIMARY SCHOOL,4198,38,881,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700036,33060798,PRIMROSE PRIMARY SCHOOL,4198,38,302,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700036,33060798,PRIMROSE PRIMARY SCHOOL,4198,38,201,ACTIONSA,Ward
EKU,Ward 79700037,33000275,ALBERTON RUGBY CLUB,3615,41,1220,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700037,33000275,ALBERTON RUGBY CLUB,3615,41,949,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700037,33000275,ALBERTON RUGBY CLUB,3615,41,325,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700037,33000275,ALBERTON RUGBY CLUB,3615,41,217,ACTIONSA,Ward
EKU,Ward 79700037,33000309,LAERSKOOL PRESIDENT STEYN,4836,53,1579,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700037,33000309,LAERSKOOL PRESIDENT STEYN,4836,53,1228,DEMOCRATIC ALLIANCE,Ward
